,Mean,2.5q,97.5q
t_subj.36,0.44153071314347614,0.4262300509492761,0.45130497160128114
t_subj.37,0.408263538604984,0.3981826193817181,0.4183261266295563
t_subj.38,0.3771752345147047,0.3660327217860112,0.39039845437714993
t_subj.39,0.44486134665516436,0.4358630442216783,0.4514890507640853
t_subj.40,0.42779993423240226,0.4137994544242298,0.43917501490862465
t_subj.41,0.44396338510063976,0.42986584885628437,0.45470667729080405
t_subj.42,0.4504851600810734,0.43186978071119997,0.4651169954156029
t_subj.43,0.35986306851721905,0.3483480801484309,0.3757454884685239
t_subj.44,0.3931402088114959,0.3818839391551621,0.4029719135065511
t_subj.45,0.3919254963332528,0.38075248554708424,0.40287025203862453
t_subj.46,0.4181616152425819,0.40036847305547274,0.4303083201402476
t_subj.47,0.455994984765307,0.43996595691291046,0.469221299903578
t_subj.48,0.41102022727214904,0.3998954720702956,0.4203110475675763
t_subj.49,0.4622910599281399,0.4492436719545534,0.47169188654288063
t_subj.50,0.41408502141983844,0.3998986200997891,0.4220289450524068
t_subj.51,0.4356345180189119,0.42321885506474244,0.4452594852598046
t_subj.52,0.4091376502475182,0.3986820676559066,0.42009606519981335
t_subj.53,0.43882758262155147,0.4244107605875776,0.4489169689903324
t_subj.54,0.40742800681428365,0.39477697096334946,0.4172716085197123
t_subj.55,0.4087424804737615,0.3961058515215236,0.41818896978151193
t_subj.56,0.4662402672649274,0.45251327182511325,0.4762109418239064
t_subj.57,0.39622298190380123,0.38273754175297287,0.40485161308197437
t_subj.58,0.417698283045546,0.40562037083712466,0.429910184784935
t_subj.59,0.44697762782090533,0.4338308859519057,0.45923834514965844
t_subj.60,0.43891741275189966,0.4238886638759874,0.4539120200736702
t_subj.61,0.4319266991634348,0.4135914866370168,0.44221175623757636
t_subj.62,0.4737216186034651,0.45567796927370235,0.49334995879530946
t_subj.63,0.41637176689832256,0.4021719917513771,0.43344268212145715
t_subj.64,0.40014145050970756,0.3897450787961862,0.41034843760920303
t_subj.65,0.44816550772464875,0.4339990114349725,0.45831766883614744
t_subj.66,0.4624892155492198,0.45200667058660776,0.47815247560539953
t_subj.67,0.45813362045980194,0.4362824045202555,0.47211933970908215
t_subj.68,0.3987779227084104,0.38552682605309774,0.40948976072166027
t_subj.69,0.39503556239769516,0.38435716163795514,0.4039043112858476
sv,0.11034606103937622,0.00436929507940531,0.3084429629172604
sz,0.38390601003264285,0.2325363130972453,0.489928164879714
st,0.2892454979410278,0.2838847047930135,0.2942095790620215
z(equal),0.4846482041661181,0.4710780547439542,0.5056165978363131
z(none),0.5069319933792803,0.4927249388969393,0.5232067274548793
z_std,0.02596923013705144,0.001790743279097741,0.065280433521175
z_subj(equal).35,0.4835819667313437,0.46332856373604264,0.5088913908305799
z_subj(equal).36,0.4869243263019342,0.46743793316012794,0.5165677332062163
z_subj(equal).37,0.48576880872379086,0.46659746766478555,0.5125808245472541
z_subj(equal).38,0.48434563725393304,0.4644397845385395,0.5098520539104553
z_subj(equal).39,0.4804697441646881,0.4575535724020353,0.5043263902506542
z_subj(equal).40,0.48470046846251214,0.46535975597809326,0.5103956254666431
z_subj(equal).41,0.4839015626343822,0.4639486800355771,0.5097593293886411
z_subj(equal).42,0.4826421105375725,0.4621576707676812,0.5080221901906411
z_subj(equal).43,0.4854916230150216,0.4660268829827511,0.5119527018544541
z_subj(equal).44,0.48570272609772847,0.466563802233757,0.5132185465735598
z_subj(equal).45,0.4836057755378508,0.4635283335237478,0.5075171027078673
z_subj(equal).46,0.4867232019053344,0.4683578213752797,0.5145209345430113
z_subj(equal).47,0.48430711523437686,0.46459669918837354,0.5099828862933664
z_subj(equal).48,0.4810312187626684,0.4580034798972517,0.5063459043287294
z_subj(equal).49,0.48700069370513616,0.46766835041255206,0.515030965957893
z_subj(equal).50,0.482921968146104,0.4618100260869164,0.5084390549374527
z_subj(equal).51,0.4844807436035619,0.4646452917912166,0.5107246486803592
z_subj(equal).52,0.48381855712018207,0.46421787274926046,0.5085893153782926
z_subj(equal).53,0.48329214337121557,0.4634005572003369,0.5077963569378099
z_subj(equal).54,0.48338963122191486,0.46246892783340726,0.5084279215434205
z_subj(equal).55,0.48600441007849354,0.46601741151659126,0.5145476938630548
z_subj(equal).56,0.48336979448454664,0.4626617546589261,0.5085297347330159
z_subj(equal).57,0.48967650619882164,0.47027612802743435,0.5199682784659561
z_subj(equal).58,0.48454413672653834,0.46514051332171436,0.5099013567172103
z_subj(equal).59,0.4829730043684064,0.46181362760534306,0.508259610227563
z_subj(equal).60,0.48507526035958215,0.46555737664527175,0.5119344520402028
z_subj(equal).61,0.4847681844442325,0.46585861562058845,0.5109204740423828
z_subj(equal).62,0.4832023348675482,0.46252019217493257,0.5081266073250614
z_subj(equal).63,0.48525823639259125,0.46514495534001066,0.5137552625282099
z_subj(equal).64,0.4849207691549942,0.46597382892587463,0.5115248615894954
z_subj(equal).65,0.4844302490970652,0.4647142176710787,0.5096084011068143
z_subj(equal).66,0.48569467373753555,0.4655518082121747,0.5132957060083221
z_subj(equal).67,0.48686012381569105,0.4677175021204669,0.5149913119460114
z_subj(equal).68,0.48686285966984694,0.4680743154710563,0.5150704476348771
z_subj(equal).69,0.4848112023429894,0.4660310698708702,0.5111844714596094
z_subj(none).0,0.506832427512934,0.4852099670174028,0.5290713501226029
z_subj(none).1,0.5061323000984327,0.48370069494063916,0.5279805637480857
z_subj(none).2,0.5062872123201749,0.48483344363232656,0.5276988794766858
z_subj(none).3,0.5074630076004027,0.48636589422534865,0.52937917971513
z_subj(none).4,0.5087648335226376,0.4894795066813299,0.5318080538614502
z_subj(none).5,0.5096032087261279,0.4911498424912462,0.5339971419798215
z_subj(none).6,0.504009769618242,0.47833840063135985,0.525548640803197
z_subj(none).7,0.5085526298925671,0.4881450488792302,0.5316973561863096
z_subj(none).8,0.506141804460988,0.48290744719674883,0.5288194104424278
z_subj(none).9,0.5052192340860352,0.48293602030058147,0.527377905790861
z_subj(none).10,0.5070537176586536,0.4861318766625652,0.5289230679789672
z_subj(none).11,0.5084736112184848,0.4887771780670567,0.5313193705724625
